,_,date,edit_date,edit_hide,entities,forwards,from_id,from_scheduled,fwd_from,grouped_id,id,legacy,media,media_unread,mentioned,message,out,peer_id,pinned,post,post_author,replies,reply_markup,reply_to,restriction_reason,silent,via_bot_id,views,action
71,Message,2021-01-13 07:34:31+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28159.0,0.0,,0.0,0.0,Lmao we all are on the watch list idiot. They been compiling that shot for years.,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
72,Message,2021-01-13 07:34:00+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1430514024}",0.0,,,28158.0,0.0,,0.0,0.0,Being in the proud boys channel lol good luck you get on watch list,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28155, 'reply_to_peer_id': None, 'reply_to_top_id': None}",[],0.0,,,
73,Message,2021-01-13 07:33:56+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28157.0,0.0,,0.0,0.0,Go hide then defeatist coward,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
74,Message,2021-01-13 07:33:55+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28156.0,0.0,,0.0,0.0,Nope. Wrong Saint joo,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28153, 'reply_to_peer_id': None, 'reply_to_top_id': 28142}",[],0.0,,,
75,Message,2021-01-13 07:33:39+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28155.0,0.0,,0.0,0.0,Posting nat soc gonna put me in jail?,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 1, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': 28158, 'read_max_id': None}",,,[],0.0,,,
76,Message,2021-01-13 07:33:35+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 942687127}",0.0,,,28154.0,0.0,,0.0,0.0,I didn't think I would like the_donald that much but i have to say I'm loving it.,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
77,Message,2021-01-13 07:33:33+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1430514024}",0.0,,,28153.0,0.0,,0.0,0.0,He says that in his manifesto lol. Read about it,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28151, 'reply_to_peer_id': None, 'reply_to_top_id': 28142}",[],0.0,,,
78,Message,2021-01-13 07:33:18+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1430514024}",0.0,,,28152.0,0.0,,0.0,0.0,Yes jail will though,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28149, 'reply_to_peer_id': None, 'reply_to_top_id': None}",[],0.0,,,
79,Message,2021-01-13 07:33:13+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28151.0,0.0,,0.0,0.0,Nope,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28150, 'reply_to_peer_id': None, 'reply_to_top_id': 28142}",[],0.0,,,
80,Message,2021-01-13 07:33:03+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1430514024}",0.0,,,28150.0,0.0,,0.0,0.0,Lol my boy.. saint tarrant,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28147, 'reply_to_peer_id': None, 'reply_to_top_id': 28142}",[],0.0,,,
81,Message,2021-01-13 07:33:02+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28149.0,0.0,,0.0,0.0,Optics was last year... got us no where,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 1, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': 28152, 'read_max_id': None}",,,[],0.0,,,
82,Message,2021-01-13 07:32:50+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,"{'_': 'MessageFwdHeader', 'date': datetime.datetime(2021, 1, 13, 5, 25, 23, tzinfo=datetime.timezone.utc), 'from_id': {'_': 'PeerUser', 'user_id': 1381956698}, 'from_name': None, 'channel_post': None, 'post_author': None, 'saved_from_peer': None, 'saved_from_msg_id': None, 'psa_type': None}",,28148.0,0.0,"{'_': 'MessageMediaPhoto', 'photo': {'_': 'Photo', 'id': 5184111026642201114, 'access_hash': -1492793855461113703, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\xf4_\xfe\xa8.\xc2;#[G}/D\xb5\xcd\x83\xb7\x0c\xc9/8', 'date': datetime.datetime(2021, 1, 13, 5, 25, 23, tzinfo=datetime.timezone.utc), 'sizes': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b'\x01( \xca\xa2\x9d\x8c\xe6\x80\x0ep\x074\x86\x0f\x19Lg\xb8\xcd6\xae\\b\\l\x18\xc0\xefU\x08\xc5$\xee6\x89b~q\xf8\xd5\xa8\x91^Nq\x8cg\xebU""\x03\x96\xee*\xfc!q\xc1\x04\x8e:qCv\x049\xc2 8\x18\xac\xf9X\x13\x8a\xb3rNx\xc0\xfc:\xd5#\xeb\xdc\xd0\x81\x82\xb1S\xc7z\x95e\xf2\xa5\xe0\xf1\x8c\x1a(\xa6\xd0\x90\xb3N\x19\xf8\xe7\xde\xa0\xcd\x14R@\xcf'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100035400255, 'local_id': 80869}, 'w': 256, 'h': 320, 'size': 21965}, {'_': 'PhotoSize', 'type': 'x', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100035400255, 'local_id': 80870}, 'w': 641, 'h': 800, 'size': 98862}, {'_': 'PhotoSize', 'type': 'y', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100035400255, 'local_id': 80867}, 'w': 828, 'h': 1033, 'size': 91246}], 'dc_id': 1, 'has_stickers': False, 'video_sizes': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
83,Message,2021-01-13 07:32:46+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28147.0,0.0,,0.0,0.0,Screw your optics im going in!!!! Fag,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28142, 'reply_to_peer_id': None, 'reply_to_top_id': None}",[],0.0,,,
84,Message,2021-01-13 07:32:39+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,"{'_': 'MessageFwdHeader', 'date': datetime.datetime(2021, 1, 13, 5, 25, 7, tzinfo=datetime.timezone.utc), 'from_id': {'_': 'PeerUser', 'user_id': 1381956698}, 'from_name': None, 'channel_post': None, 'post_author': None, 'saved_from_peer': None, 'saved_from_msg_id': None, 'psa_type': None}",,28146.0,0.0,"{'_': 'MessageMediaPhoto', 'photo': {'_': 'Photo', 'id': 5184111026642201113, 'access_hash': -5188919950228495397, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\xf2_\xfe\xa8.\x08\xed\xd4w6\x01\x93Y\x1f@\x14\x86\x19\xa6\x11\xde', 'date': datetime.datetime(2021, 1, 13, 5, 25, 6, tzinfo=datetime.timezone.utc), 'sizes': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b'\x01( \xa1\x13\x97q\x9caFjp\x03\xa3\xb9a\xf2\xf4\xf7\xaa\xf0\x96\x08q\x82\x0fl{\xd4\xd1\xcb\x12\x9c\xe1s\xd3<\x9aM\x15}\x08\x98y\xaaq\x8c\xa0\xc9\x15\x0b2\x85\xda\xbd:\x92j\xdc\xd2A\xca\xc0\x06[\xef\x16\xcf\xe4*\xac\xa0q\xb4\xa7\xfc\x07?\xd6\x9a\x06\xc7\xc0\xc0\x8d\x9b\x9b9\xc8\x03\x18\xab\x03q<o\xc7~\x07J\xa4\xb8\r\x922=*h\xc8\xeb\x85\x19\xe8\t<P\x04\xc388\x12p}\x07\x15^~[\x07v\xe1\xfd\xe0\x05O\xb5\x04\x0c\xc4+\x1c\xe3 \x93P2\x83\xc8\x18\xa2\xe1bKh\x8b6\xe3\xc2\xf78\xa9|\xc8\x1c\x94\xd9\xb4\x8e\x94QHv &A\x9c\x91\x85<\xe1i\x1a]\xcb\x8e\xfe\xc2\x8a)\xee#'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100039100891, 'local_id': 36689}, 'w': 257, 'h': 320, 'size': 30573}, {'_': 'PhotoSize', 'type': 'x', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100039100891, 'local_id': 36690}, 'w': 642, 'h': 800, 'size': 116817}, {'_': 'PhotoSize', 'type': 'y', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100039100891, 'local_id': 36687}, 'w': 828, 'h': 1031, 'size': 108562}], 'dc_id': 1, 'has_stickers': False, 'video_sizes': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
85,Message,2021-01-13 07:32:35+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 969940416}",0.0,,,28145.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 5183831325030744353, 'access_hash': 737977463745955164, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\xf1_\xfe\xa8.Yq\xb3\x99_\xe5!c""\xa7vZ\x10 \xc9@', 'date': datetime.datetime(2021, 1, 13, 7, 32, 34, tzinfo=datetime.timezone.utc), 'mime_type': 'video/mp4', 'size': 3195423, 'dc_id': 1, 'attributes': [{'_': 'DocumentAttributeVideo', 'duration': 35, 'w': 480, 'h': 352, 'round_message': False, 'supports_streaming': True}], 'thumbs': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b'\x01\x1d(\xcb\xefVa \x90\rW\x07\x19\xed\x9a\xb1\x1a+\xf5\x1c\x8aLq,\xb7\xcd\x04\x89\x9e\x08\xc8\x15\x99\xde\xae\xec@\x1f\x921\xd8U6\xfb\xe6\x849\x13D\xca\x01\xe3\xe6\xf5\xfc\xe8\xa6;\xf4\xe9\xf8QL\x91\x14\x03\x9c\x9c`R\xac\xac\xa3\x02\x99R\xc1\x18\x95\x98\x12F\x14\x9e(\x01\x0c\x85\x94\x8c\xe0\xe7\x9fz\x8c\x82\x0f4\xe2\xa3\x19\xa4\xe4\x0e\xb4\x00\xda)\xfbG\x95\xbf\xbeqE\x00\x7f'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100044600880, 'local_id': 31667}, 'w': 320, 'h': 235, 'size': 8793}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,"Mason dropping a truth bomb quite 2021, 40 years ago",0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
86,Message,2021-01-13 07:32:28+00:00,,0.0,"[{'_': 'MessageEntityUrl', 'offset': 126, 'length': 75}]",,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28144.0,0.0,"{'_': 'MessageMediaWebPage', 'webpage': {'_': 'WebPage', 'id': 3666395385111740130, 'url': 'https://biology.indiana.edu/news-events/news/2020/muller-award-lecture.html', 'display_url': 'biology.indiana.edu/news-events/news/2020/muller-award-lecture.html', 'hash': 0, 'type': 'photo', 'site_name': 'Department of Biology', 'title': 'Muller award lecturer to discuss how ancient DNA is rewriting the history and geography of human genes', 'description': 'IU Biology news: Muller award lecturer David Reich to discuss how ancient DNA is rewriting the history and geography of human genes on March 6, 2020.', 'photo': {'_': 'Photo', 'id': 6047227272194272217, 'access_hash': -5205545744341105273, 'file_reference': b'\x00_\xfe\xa8.\xc2\xfd\x96\x89v\x13\x15ef\x03\xfesb*V\x86', 'date': datetime.datetime(2021, 1, 12, 0, 42, 15, tzinfo=datetime.timezone.utc), 'sizes': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b'\x01((\xd6\xa8n.\x04Cj\xe0\xc8z-OY\x97?\xf1\xfc\xe7\xa9\xda\x00\xa0\x10\xa6\xe6\xe9~bP\xfbb\xad\xc12\\G\xb9r\x08\xea=\rPb\xe59\\6jk\x1d\xcb+\xf1\xc1\x1c\xd2Lm\x17\xc0\xc7CE7q=(\xaa$}W\xb8\x87\x7f\xce\xa3\xe7\x1f\xadX4\x99\xa43)\xf7\x1c\xd5\xcbT\xc49\xeej)b\x00\x9e\xb8\xcf\x06\xa6\xb78\x8c\x02~\x94\x91M\xe8L(\xa5\xa2\xa8\x81\xc6\x90w\x1e\x94Q@\x08\xca\x1dpG\x06\x8d\xb4Q@\x01\x18\xa2\x8a(\x03'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 400138500263, 'local_id': 94994}, 'w': 320, 'h': 320, 'size': 19678}, {'_': 'PhotoSize', 'type': 'x', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 400138500263, 'local_id': 94995}, 'w': 768, 'h': 768, 'size': 50041}], 'dc_id': 4, 'has_stickers': False, 'video_sizes': []}, 'embed_url': None, 'embed_type': None, 'embed_width': None, 'embed_height': None, 'duration': None, 'author': None, 'document': None, 'cached_page': None, 'attributes': []}}",0.0,0.0,"Out of Africa debunked by the very man who popularized it... turns out pre ww2 and pre Jewish academia was right all along.


https://biology.indiana.edu/news-events/news/2020/muller-award-lecture.html",0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
87,Message,2021-01-13 07:32:20+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1052233433}",0.0,,,28143.0,0.0,,0.0,0.0,Thanks. Thought you were being a fag about it.,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28137, 'reply_to_peer_id': None, 'reply_to_top_id': 28103}",[],0.0,,,
88,Message,2021-01-13 07:32:16+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1430514024}",0.0,,,28142.0,0.0,,0.0,0.0,Know your optics fags,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 5, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': 28156, 'read_max_id': None}",,,[],0.0,,,
89,Message,2021-01-13 07:32:13+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28141.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 5186196700959605091, 'access_hash': 681499826094226745, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\xed_\xfe\xa8.\xff\x9f\x7f_\\\x81\x02\xcbb\x077\xe5\xf1g|\x89', 'date': datetime.datetime(2021, 1, 13, 7, 24, 14, tzinfo=datetime.timezone.utc), 'mime_type': 'video/mp4', 'size': 1974500, 'dc_id': 1, 'attributes': [{'_': 'DocumentAttributeVideo', 'duration': 20, 'w': 640, 'h': 352, 'round_message': False, 'supports_streaming': True}, {'_': 'DocumentAttributeFilename', 'file_name': 'IMG_3712.mp4'}], 'thumbs': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b'\x01\x16(D\x869$\x12d2\x81\xdb\xfa\xd3$\x824f \x13\x91\x9f\x97\x91P\xa9E\\\xab\x93\xed\x8cS\x8c\x8c#(y\x1d\x8ezQq\xd8\x8e,\x975r\x08\x9c\xb0d\x1fw\x92j\x80%\\{\x8a\xbe\x97\xc2\x186\xaa|\xcd\xfcY\xe9J\xc0M\x1d\xde\xe9\x02\xed\xceM\x15\x9c\xd34\x0b\xfb\xb99>\x86\x8a\xa0\x05\x0b\xb4\xf1O\x8f\x05\xf0W\xad\x14T\x0c\xb9\x1cQ0\x03oOaU/""HW\x1c\x90zc\x02\x8a(\x02\x88\xdaCg=2(\xa2\x8a\xa2O'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100046200036, 'local_id': 17823}, 'w': 320, 'h': 176, 'size': 12274}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
90,Message,2021-01-13 07:32:02+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,,,28140.0,0.0,"{'_': 'MessageMediaDocument', 'document': {'_': 'Document', 'id': 5186196700959605092, 'access_hash': 6169106467535365141, 'file_reference': b'\x02Nz\xd4\xf1\x00\x00m\xec_\xfe\xa8.F\x14l\x1d\xeb\x92\nz\x06V\xb8I\xa0_\x8b\xd6', 'date': datetime.datetime(2021, 1, 13, 7, 24, 51, tzinfo=datetime.timezone.utc), 'mime_type': 'video/mp4', 'size': 5082208, 'dc_id': 1, 'attributes': [{'_': 'DocumentAttributeVideo', 'duration': 96, 'w': 848, 'h': 464, 'round_message': False, 'supports_streaming': True}, {'_': 'DocumentAttributeFilename', 'file_name': 'IMG_0533.mp4'}], 'thumbs': [{'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b'\x01\x16(\x9a(jq\x10\xa2""1S\x03LD~P\xa6\x98\x85OHM\x00R\x96\x1a*yH\xc5\x14\x01V)MXYM\x14P\x03\xbc\xc3MiM\x14P\x05ye4QE\x00\x7f'}, {'_': 'PhotoSize', 'type': 'm', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100040800712, 'local_id': 7221}, 'w': 320, 'h': 175, 'size': 3309}], 'video_thumbs': []}, 'ttl_seconds': None}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
91,Message,2021-01-13 07:32:00+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1430514024}",0.0,,,28139.0,0.0,,0.0,0.0,Oh don’t follow proud boys on here FBI said they are pinging all subscribers,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
92,Message,2021-01-13 07:31:29+00:00,,0.0,[],246,"{'_': 'PeerUser', 'user_id': 1381956698}",0.0,"{'_': 'MessageFwdHeader', 'date': datetime.datetime(2021, 1, 13, 1, 43, 59, tzinfo=datetime.timezone.utc), 'from_id': {'_': 'PeerChannel', 'channel_id': 1336395926}, 'from_name': None, 'channel_post': 6625, 'post_author': None, 'saved_from_peer': None, 'saved_from_msg_id': None, 'psa_type': None}",,28138.0,0.0,"{'_': 'MessageMediaPoll', 'poll': {'_': 'Poll', 'id': 5184036791971217416, 'question': ""At this point who would you trust more with your children's future?"", 'answers': [{'_': 'PollAnswer', 'text': 'The American governmental system', 'option': b'0'}, {'_': 'PollAnswer', 'text': 'Nazis', 'option': b'1'}], 'closed': False, 'public_voters': False, 'multiple_choice': False, 'quiz': False, 'close_period': None, 'close_date': None}, 'results': {'_': 'PollResults', 'min': False, 'results': [], 'total_voters': 6280, 'recent_voters': [], 'solution': None, 'solution_entities': []}}",0.0,0.0,,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,17540,
93,Message,2021-01-13 07:31:27+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1320770300}",0.0,,,28137.0,0.0,,0.0,0.0,Just looking out for ya,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28130, 'reply_to_peer_id': None, 'reply_to_top_id': 28103}",[],0.0,,,
94,Message,2021-01-13 07:31:26+00:00,,0.0,"[{'_': 'MessageEntityUrl', 'offset': 516, 'length': 30}]",,"{'_': 'PeerUser', 'user_id': 1297193642}",0.0,,,28136.0,0.0,"{'_': 'MessageMediaWebPage', 'webpage': {'_': 'WebPage', 'id': 9170793121170651758, 'url': 'https://t.me/donaldtrumpbackup', 'display_url': 't.me/donaldtrumpbackup', 'hash': 0, 'type': 'telegram_channel', 'site_name': 'Telegram', 'title': 'Donald Trump Backup Channel', 'description': 'We cannot rely on Big Tech. Even Telegram seems to be breaking at the wayside. Subscribe to this channel just in case!', 'photo': {'_': 'Photo', 'id': 5183728641408870592, 'access_hash': -3705039650592635970, 'file_reference': b'\x00_\xfe\xa8.\x99\xab}\xb63\x15c\xcd\xb7\xad\xf2\x98\x97\x08\xe8\xbf', 'date': datetime.datetime(2021, 1, 13, 5, 0, 25, tzinfo=datetime.timezone.utc), 'sizes': [{'_': 'PhotoSize', 'type': 'a', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100038500816, 'local_id': 36670}, 'w': 160, 'h': 160, 'size': 10777}, {'_': 'PhotoSize', 'type': 'b', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100038500816, 'local_id': 36671}, 'w': 320, 'h': 320, 'size': 29513}, {'_': 'PhotoSize', 'type': 'c', 'location': {'_': 'FileLocationToBeDeprecated', 'volume_id': 100038500816, 'local_id': 36672}, 'w': 640, 'h': 640, 'size': 87325}, {'_': 'PhotoStrippedSize', 'type': 'i', 'bytes': b'\x01((\xa0\xd1\x8f%\xa4\xdf\xce\xfcm\xabzj\xb6^B\xdf(\x01pi\x96\xf6-*<\x8f\x91\x9f\xb8=i\xf0\x06U\xdc;\xd3\x94\xad\xa1J)\xa6\xcb\xfb\xd7\xa6iMA\xe6`r3O\x89\xcb\x065\t\x89\xab\x14g\xff\x00\x8f\xa3E\x13\xff\x00\xc7\xc1\xa2\x93\xdce\xad>RCFz\xa9\xc8\xfaRH\x02H\xdd\x81\xe4{U\x18\xae\x16\x1b\x80\xe3\x90=>\x95f\x1b\x8f\xb6H\xc9\x8d\x98_\x97\xf3\xe6\xaa\xcd\xa2\xa4\xd2\x96\x82\x16B\xa7\xe6bs\xc5X\x80|\x84\x8c\xf2j \xac\xcec\xd9\x86\x1c\x9ex\xa6\xc3{\t@\xa7(}\xff\x00\xc6\x92B\x93!\x98\xff\x00\xa45\x14\xd9\x0e\xe9\xc9\x04c=h\xa4\xc4T\xa9\xec\xe4\xf2\xae\xe3n\xd9\xc1\xfch\xa2\xb5 \xd0\x8e1\xfd\xa3 ,wv$\xf5\xf5\xac\xb9\x14#\xba\xf3\xb9X\x8fj(\xa1\xa0CU\x8a\xb0\xe7\x034QEKC?'}], 'dc_id': 1, 'has_stickers': False, 'video_sizes': []}, 'embed_url': None, 'embed_type': None, 'embed_width': None, 'embed_height': None, 'duration': None, 'author': None, 'document': None, 'cached_page': None, 'attributes': []}}",0.0,0.0,"⚠️ ATTENTION PATRIOTS ⚠️

We are making progress but we must move faster! We are only 7 days away now from the inauguration date of the usurping president-elect.

WE ARE ANTICIPATING FURTHER CRACKDOWNS ON ALL OFFICIAL DONALD TRUMP PAGES. 

Which is why we are requesting that you do everything you possibly can to share the link to this backup channel just in case! 

Donald Trump Backup Channel
We cannot rely on Big Tech. Even Telegram seems to be breaking at the wayside. Subscribe to this channel just in case!

https://t.me/donaldtrumpbackup

WE CANNOT AFFFORD TO LET THEM SILENCE US WITH SO LITTLE TIME LEFT.

IF EVERYONE WOULD SHARE THIS CHANNEL TO 10 OTHER PEOPLE AND REQUEST THEY DO THE SAME, WE CAN REACH OUR TARGETS BY THE END OF DAY TOMORROW.",0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,"{'_': 'MessageReplies', 'replies': 0, 'replies_pts': 56694, 'comments': False, 'recent_repliers': [], 'channel_id': None, 'max_id': None, 'read_max_id': None}",,,[],0.0,,,
95,Message,2021-01-13 07:31:23+00:00,,0.0,[],,"{'_': 'PeerUser', 'user_id': 1430514024}",0.0,,,28135.0,0.0,,0.0,0.0,I hate this spic get him out of here,0.0,"{'_': 'PeerChannel', 'channel_id': 1316672753}",0.0,0.0,,,,"{'_': 'MessageReplyHeader', 'reply_to_msg_id': 28120, 'reply_to_peer_id': None, 'reply_to_top_id': None}",[],0.0,,,
